"","r1","r2","K1","K2","e11","e12","e21","e22","h11","h12","h21","h22","a11","a12","a21","a22","m1","m2","w11","w22","root.time","sim.length","R1","R2","C1","C2"
"1",1.52113818656653,2.52927227504551,9.67179824970663,9.36136261932552,0.522266552783549,0.73567855078727,0.782521351054311,0.699125509802252,0.275941124209203,0.408616633643396,0.319706683768891,0.527539459313266,3.18836810346693,1.48382388241589,2.5315334321931,2.10271687339991,0.482077459292486,0.932558497344144,0.936095527792349,0.109548211842775,NA,2000,NA,NA,NA,NA
"2",4.26487893890589,2.55299363099039,4.98584870994091,2.13089348562062,0.858110025152564,0.713505905307829,0.598396495915949,0.550442876759917,0.487131765834056,0.560539440042339,0.416664048470557,0.416489066928625,3.70811229292303,3.24942270014435,3.35892983525991,2.85278864298016,0.248745510797016,0.128382012620568,0.485709852539003,0.834060286125168,NA,2000,NA,NA,NA,NA
"3",3.24441967625171,2.66479888092726,2.97754072770476,9.31436199136078,0.867996406275779,0.795492252055556,0.537612731847912,0.680912947840989,0.319302673707716,0.386291742813773,0.457929162797518,0.587336202408187,1.11837864667177,2.19128335174173,1.59556817915291,3.81884838547558,0.413590944116004,0.929631622461602,0.775419622752816,0.188994344742969,NA,2000,NA,NA,NA,NA
"4",1.80136022251099,3.01825516950339,6.42170954868197,7.66289319470525,0.531104148272425,0.886807754728943,0.552550211828202,0.742556984070688,0.594684146717191,0.589897327497601,0.44466092067305,0.482520515704527,1.25989899598062,3.10927646514028,2.26190502755344,3.69250657502562,0.43624339660164,0.464960407698527,0.241826190589927,0.292542415787466,NA,2000,NA,NA,NA,NA
"5",4.68002404086292,4.51200253237039,5.07972369343042,3.75850898399949,0.745924370549619,0.852913526631892,0.740319047309458,0.570286187995225,0.429385261866264,0.136837643943727,0.380359981348738,0.108461719262414,1.84063935372978,1.35565203335136,1.97097378689796,2.70012070517987,0.133014751691371,0.478325000056066,0.15955735896714,0.720309841749258,NA,2000,NA,NA,NA,NA
"6",4.4265803033486,1.47071698401123,2.79559918679297,9.76881565339863,0.724333969224244,0.747068033646792,0.525903775170445,0.540817715693265,0.438214531424455,0.268901189812459,0.547470437735319,0.456516747036949,2.29920851159841,4.04825833346695,1.77372708451003,3.50293293315917,0.313118485244922,0.316531276656315,0.446015210798942,0.586505832127295,NA,2000,NA,NA,NA,NA
"7",2.72160475235432,2.88632580172271,5.95548265986145,8.73417561128736,0.632905187271535,0.847024238854647,0.881378689594567,0.639864346385002,0.383564657205716,0.304831629991531,0.42315079215914,0.114736762619577,4.00754060316831,3.82417957484722,4.4150435263291,2.98004134371877,0.947267856891267,0.134894550638273,0.76880255821161,0.279458026052453,NA,2000,NA,NA,NA,NA
"8",4.25466707535088,2.11486233305186,5.65216254815459,2.30284774675965,0.62628419380635,0.842554450314492,0.565801423788071,0.793980257771909,0.301110285357572,0.409553818777204,0.543456571665592,0.59832282285206,2.00929189939052,1.80628758575767,4.27827493473887,3.67190079111606,0.64237133897841,0.815682847378775,0.473172784526832,0.827629852620885,NA,2000,NA,NA,NA,NA
"9",2.41635963879526,3.02186634857208,5.07971957698464,3.19132210500538,0.726254853885621,0.676598975528032,0.644975454825908,0.534846649877727,0.356381878978573,0.510567506798543,0.241354231047444,0.555978325917385,3.61078738421202,4.52977054752409,2.55625979229808,2.61529671959579,0.215105141815729,0.392712960438803,0.469476586929522,0.427945588808507,NA,2000,NA,NA,NA,NA
"10",4.21158481854945,2.12487333547324,8.59388418123126,7.3279687743634,0.58221370941028,0.509469150006771,0.502349351532757,0.679224877990782,0.430512971733697,0.238848135480657,0.417064236383885,0.112150149676017,3.89280793536454,3.48497504740953,1.3369926540181,3.56516328174621,0.417596195684746,0.505950931902044,0.693503759778105,0.139656170853414,NA,2000,NA,NA,NA,NA
"11",1.95275763608515,3.60735329147428,2.62969134747982,7.56705312430859,0.871053712815046,0.509932929370552,0.59553938396275,0.52366233067587,0.1615612041438,0.167807285580784,0.145132157159969,0.429826258704998,1.62570980377495,4.91817518230528,2.00010847393423,1.93619203288108,0.137481415923685,0.975237662810832,0.319753170805052,0.378326879325323,NA,2000,NA,NA,NA,NA
"12",1.51565942540765,2.78537397366017,4.28777109086514,4.1642885170877,0.617118097096682,0.586622276436538,0.788951540831476,0.703145946003497,0.477928938018158,0.42000863715075,0.566578991734423,0.130261190491728,1.0327517548576,3.09800398349762,3.36745120678097,1.08534773625433,0.131237518321723,0.750308411940932,0.194087090622634,0.71360710975714,NA,2000,NA,NA,NA,NA
"13",3.05214337259531,2.85524718649685,7.3990036752075,4.53743684105575,0.745700999069959,0.830836872570217,0.761385828629136,0.616108881030232,0.287459359993227,0.576337011903524,0.10335266708862,0.154865626734681,3.37569647096097,4.21489891503006,3.61773667018861,4.02466833032668,0.464694940880872,0.551468530809507,0.619600764475763,0.111236236197874,NA,2000,NA,NA,NA,NA
"14",2.90196317899972,1.18559133261442,2.97024549543858,5.31831038184464,0.698546622786671,0.779765600617975,0.790280985366553,0.793029955681413,0.353212852170691,0.515079156984575,0.476149312127382,0.421007648250088,3.94969436060637,4.17719641979784,3.6307939728722,4.64006001967937,0.205180760798976,0.922353944508359,0.88511293346528,0.245033403881825,NA,2000,NA,NA,NA,NA
"15",3.22280283551663,3.8792349845171,4.48782630637288,5.9270202703774,0.798991774208844,0.850903033651412,0.822162607964128,0.757206783164293,0.248355406243354,0.324145295680501,0.255941127915867,0.383411091193557,2.37031971756369,2.91496308147907,1.88652088306844,4.74974931683391,0.281021199701354,0.478365962626413,0.90684332086239,0.676816966780461,NA,2000,NA,NA,NA,NA
"16",1.29864774364978,2.43251544982195,3.57732231914997,8.5096496399492,0.883398654032499,0.623814521450549,0.598416979331523,0.780440107453614,0.467554553435184,0.322450422006659,0.523644241993315,0.519128845795058,2.85286183189601,1.76593949366361,3.59616062417626,2.78618632443249,0.975115793710575,0.777099171793088,0.924654457112774,0.208403711067513,NA,2000,NA,NA,NA,NA
"17",3.42588927596807,3.35859312582761,7.44908673688769,7.68859728612006,0.668056383728981,0.616775029990822,0.781098113302142,0.885265805572271,0.125112986681052,0.552308502281085,0.297789021767676,0.340373747772537,1.74464282020926,1.46792950481176,3.18176134582609,3.02833626698703,0.988736838358454,0.406126610399224,0.274519606097601,0.0961522359633818,NA,2000,NA,NA,NA,NA
"18",3.09334680531174,3.68170580919832,4.44969918765128,4.48969288915396,0.701787169836461,0.754696722887456,0.533697369135916,0.808004857786,0.40177404161077,0.242487945151515,0.185082321544178,0.343311727652326,4.69367756787688,3.50733703374863,4.03818866144866,3.86100504267961,0.35888705404941,0.583130573038943,0.536419296567328,0.194388015195727,NA,2000,NA,NA,NA,NA
"19",1.67945831734687,4.62664846982807,9.32911130413413,5.85178350843489,0.566715603601187,0.885248111188412,0.517815230321139,0.75158912781626,0.456794958002865,0.251183623354882,0.462065952620469,0.464448598935269,2.17166702635586,4.45871851406991,2.04994232393801,3.76889638975263,0.17307790464256,0.507008251152001,0.524453869950958,0.421143668936565,NA,2000,NA,NA,NA,NA
"20",4.54350830893964,3.36410162039101,4.58834902197123,2.23247205652297,0.751600863505155,0.871001789532602,0.723508625943214,0.829476062394679,0.426104947249405,0.353683506743982,0.207279701391235,0.351205918262713,1.61813298985362,1.25300246942788,3.46232211124152,3.11278602201492,0.428164128540084,0.604856431065127,0.562251577200368,0.39636786035262,NA,2000,NA,NA,NA,NA
"21",4.74706884007901,1.85571354720742,2.67130512744188,8.84755529463291,0.780042609851807,0.718926408421248,0.530847177095711,0.71125697735697,0.513245760253631,0.411486319522373,0.1756068067858,0.568453070963733,2.63080094382167,1.85058197937906,3.12140521127731,3.18889749422669,0.511613428010605,0.540103278425522,0.439089676085859,0.861316208075732,NA,2000,NA,NA,NA,NA
"22",2.00761556159705,4.04045310523361,7.85024385340512,9.55690409243107,0.570128314383328,0.822121074516326,0.81258046803996,0.891080274805427,0.276305018481798,0.37943701762706,0.266737451334484,0.139551895461045,4.75252350885421,4.919966397807,3.50742687191814,2.27933948673308,0.578942822082899,0.402807134087197,0.572256049397401,0.712285642581992,NA,2000,NA,NA,NA,NA
"23",4.33545956760645,1.86918877437711,4.18534826859832,2.49804325401783,0.70710200406611,0.533533220738173,0.582097792532295,0.67412640415132,0.176068131020293,0.569806455890648,0.359049922344275,0.27728457658086,1.27748402953148,3.27198757138103,2.34295931179076,1.63897398859262,0.923359624948353,0.980545229953714,0.887436212203465,0.763266929332167,NA,2000,NA,NA,NA,NA
"24",4.22528962045908,1.48773627728224,4.62941078282893,8.5787680465728,0.559695413894951,0.712182115484029,0.736954078357667,0.572135956399143,0.478774983109906,0.558281859755516,0.480954728694633,0.285296617797576,3.22849931381643,4.27645073179156,3.02766763977706,1.55994771793485,0.51177891548723,0.283750179107301,0.87153072510846,0.328558237920515,NA,2000,NA,NA,NA,NA
"25",4.9639095813036,3.89889906160533,6.4798137228936,8.73508508875966,0.532832085434347,0.77312468951568,0.84209042051807,0.760194165538997,0.532221165392548,0.255801163171418,0.395799833023921,0.423976429295726,4.16918334644288,3.04886102955788,1.37661473453045,4.20417918544263,0.904354274529032,0.944058244908229,0.556087779789232,0.896823862241581,NA,2000,NA,NA,NA,NA
"26",4.17294359393418,2.27665980625898,7.92492430657148,3.85291633009911,0.609646224789321,0.865487301722169,0.595017115026712,0.649498183093965,0.104539584624581,0.316337702120654,0.482300407625735,0.591262012743391,3.50631203129888,4.6752486564219,1.77778923045844,2.02073750086129,0.207352392049506,0.369538440275937,0.75187038751319,0.879336076765321,NA,2000,NA,NA,NA,NA
"27",3.81282219663262,4.72466437611729,3.41645891405642,6.96103852055967,0.660150052327663,0.556723133102059,0.736592584569007,0.541083055082709,0.144178785989061,0.568091334332712,0.315906129567884,0.299475179659203,1.21313327271491,1.21230021491647,2.84032357297838,1.10217240732163,0.710914467414841,0.240840953029692,0.687198475841433,0.802071953378618,NA,2000,NA,NA,NA,NA
"28",2.19042511284351,3.75413989648223,4.66142573580146,6.25932335667312,0.532252978347242,0.607598567102104,0.807203278038651,0.752763742487878,0.512453968194313,0.362084142654203,0.57742119198665,0.293485566996969,4.05674158036709,1.88308452349156,1.10269263386726,1.47475268226117,0.503304579202086,0.760094591509551,0.494475462683476,0.463184909964912,NA,2000,NA,NA,NA,NA
